,season,full_name,driving_distance,driving_accuracy,greens_in_regulation,proximity,scrambling_rough,scrambling_sand,putting_conversion,putting_rating,sg_off_tee,sg_approach,sg_scrambling,sg_putting,sg_tee_to_green,sg_total,str_diff_to_field,scoring_avg
412,2004,david_toms,,,68.47,,,,,,,,,,,,,
413,2004,carlos_franco,,,68.46,,,,,,,,,,,,,
414,2004,vaughn_taylor,,,68.43,,,,,,,,,,,,,
415,2004,stephen_ames,,,68.42,,,,,,,,,,,,,
416,2004,woody_austin,,,68.14,,,,,,,,,,,,,
417,2004,danny_briggs,,,68.11,,,,,,,,,,,,,
418,2004,roland_thatcher,,,68.01,,,,,,,,,,,,,
419,2004,jerry_kelly,,,67.99,,,,,,,,,,,,,
420,2004,zach_johnson,,,67.86,,,,,,,,,,,,,
421,2004,lee_janzen,,,67.82,,,,,,,,,,,,,
422,2004,chad_campbell,,,67.74,,,,,,,,,,,,,
423,2004,bo_van_pelt,,,67.68,,,,,,,,,,,,,
